Rank,Player,Pos,Team Signed,Age At Signing,Start,End,Yrs,Value,AAV,Type,Value Adjusted,AAV adjusted,Performance Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,Season,Efficiency,TS%,PIE,PIE_scaled
109,Richaun Holmes,C,SAC,27,2021,2024,4,"$46,522,560 ","$11,630,640 ",Free Agent,"$52,173,073.36 ",13043268.34,2020-21,1626158.0,Richaun Holmes,Richaun,1610612758.0,SAC,27.0,61.0,29.0,32.0,0.475,29.2,6.0,9.4,0.637,0.0,0.2,0.182,2.2,2.8,0.794,2.4,5.9,8.3,1.7,1.2,0.6,1.6,0.5,3.5,2.4,14.2,0.1,32.1,21.0,0.0,28.6,124.0,158.0,88.0,292.0,115.0,72.0,144.0,20.0,469.0,486.0,458.0,95.0,100.0,234.0,27.0,32.0,24.0,233.0,164.0,238.0,10.0,162.0,8.0,101.0,100.0,220.0,69.0,21.0,29.0,84.0,2020-21,21.2,0.6677953348382242,6.23541882602358e-05,58.87850467289719
110,Ben Wallace,C,CHI,32,2006,2008,3,"$46,000,000 ","$15,333,333 ",,"$69,524,801.59 ",23174933.86,2005-06,1112.0,Ben Wallace,Ben,1610612765.0,DET,31.0,82.0,64.0,18.0,0.78,35.2,2.9,5.7,0.51,0.0,0.0,0.0,1.5,3.6,0.416,3.7,7.6,11.3,1.9,1.1,1.8,2.2,0.3,2.0,3.5,7.3,7.3,34.6,17.0,0.0,28.4,1.0,1.0,314.0,15.0,57.0,194.0,217.0,73.0,307.0,323.0,307.0,177.0,83.0,433.0,1.0,7.0,5.0,142.0,222.0,12.0,9.0,270.0,232.0,59.0,208.0,3.0,37.0,37.0,20.0,64.0,2005-06,18.499999999999996,0.50109829763866,5.44128529629416e-05,52.57009345794391
111,Clint Capela,C,ATL,27,2023,2024,2,"$45,881,280 ","$22,940,640 ",Veteran Extension,"$46,724,685.88 ",23362342.94,2022-23,203991.0,Clint Capela,Clint,1610612737.0,ATL,29.0,65.0,35.0,30.0,0.538,26.6,5.4,8.2,0.653,0.0,0.0,0.0,1.2,2.0,0.603,4.0,7.1,11.0,0.9,0.8,0.7,1.2,0.4,2.1,1.9,12.0,-0.5,31.5,35.0,0.0,27.7,171.0,137.0,184.0,207.0,154.0,103.0,167.0,22.0,492.0,520.0,492.0,212.0,171.0,457.0,3.0,15.0,7.0,372.0,293.0,192.0,23.0,199.0,151.0,149.0,138.0,291.0,81.0,14.0,39.0,99.0,2022-23,21.4,0.6607929515418502,6.323655884882402e-05,59.57943925233643
T112,Jonas Valanciunas,C,MEM,26,2019,2021,3,"$45,000,000 ","$15,000,000 ",Free Agent,"$53,623,386.78 ",17874462.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T112,Boris Diaw,C,PHX,24,2007,2011,5,"$45,000,000 ","$9,000,000 ",,"$66,143,270.62 ",13228654.12,2006-07,2564.0,Boris Diaw,Boris,1610612756.0,PHX,25.0,73.0,55.0,18.0,0.753,31.1,4.2,7.8,0.538,0.2,0.6,0.333,1.1,1.6,0.683,1.2,3.1,4.3,4.8,2.1,0.4,0.5,0.4,2.4,2.2,9.7,2.8,22.8,6.0,1.0,20.9,136.0,19.0,340.0,31.0,98.0,120.0,163.0,49.0,224.0,237.0,166.0,227.0,220.0,298.0,124.0,133.0,137.0,34.0,71.0,301.0,107.0,185.0,150.0,141.0,152.0,42.0,124.0,89.0,5.0,136.0,2006-07,13.500000000000002,0.5703198494825964,3.97066764864709e-05,40.88785046728971
114,Chet Holmgren,C,OKC,20,2022,2025,4,"$44,889,248 ","$11,222,312 ",Rookie,"$47,574,796.05 ",11893699.01,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T115,JaVale McGee,C,DEN,23,2012,2015,4,"$44,000,000 ","$11,000,000 ",,"$58,391,986.06 ",14597996.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T115,Larry Sanders,C,MIL,25,2014,2017,4,"$44,000,000 ","$11,000,000 ",Rookie Extension,"$56,640,473.17 ",14160118.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,DeAndre Jordan,C,LAC,22,2011,2014,4,"$43,039,054 ","$10,759,764 ",,"$58,310,359.07 ",14577589.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Naz Reid,C,MIN,23,2023,2025,3,"$41,959,296 ","$13,986,432 ",Veteran Extension,"$42,730,606.59 ",14243535.53,2022-23,1629675.0,Naz Reid,Naz,1610612750.0,MIN,23.0,68.0,32.0,36.0,0.471,18.4,4.6,8.5,0.537,1.1,3.2,0.346,1.3,1.9,0.677,1.1,3.8,4.9,1.1,1.4,0.6,0.8,0.5,2.6,1.6,11.5,-1.9,21.9,4.0,0.0,21.4,133.0,178.0,91.0,330.0,285.0,131.0,157.0,95.0,203.0,199.0,261.0,208.0,193.0,399.0,148.0,110.0,116.0,326.0,153.0,234.0,62.0,156.0,73.0,196.0,146.0,397.0,175.0,118.0,39.0,170.0,2022-23,13.000000000000002,0.6158954584404456,3.823605883882384e-05,39.719626168224295
T119,Christian Wood,C,HOU,25,2020,2022,3,"$41,000,000 ","$13,666,667 ",sign-and-trade,"$48,271,638.33 ",16090546.11,2019-20,1626174.0,Christian Wood,Christian,1610612765.0,DET,24.0,62.0,20.0,42.0,0.323,21.4,4.6,8.2,0.567,0.9,2.3,0.386,2.9,3.9,0.744,1.7,4.6,6.3,1.0,1.4,0.5,0.9,0.5,1.6,3.5,13.1,1.1,25.0,12.0,0.0,24.0,123.0,250.0,22.0,424.0,224.0,118.0,169.0,59.0,241.0,270.0,105.0,66.0,56.0,301.0,64.0,77.0,64.0,348.0,156.0,270.0,58.0,143.0,308.0,52.0,110.0,159.0,121.0,41.0,29.0,125.0,2019-20,15.799999999999995,0.6605486083098024,4.647151766564742e-05,46.261682242990645
T119,Meyers Leonard,C,POR,23,2016,2019,4,"$41,000,000 ","$10,250,000 ",,"$52,052,916.67 ",13013229.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T119,Mason Plumlee,C,DEN,26,2017,2019,3,"$41,000,000 ","$13,666,667 ",,"$50,969,808.24 ",16989936.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Myles Turner,C,IND,26,2023,2024,2,"$40,903,500 ","$20,451,750 ",Veteran Extension,"$41,655,402.57 ",20827701.29,2022-23,1626167.0,Myles Turner,Myles,1610612754.0,IND,27.0,62.0,29.0,33.0,0.468,29.4,6.5,11.8,0.548,1.5,4.0,0.373,3.5,4.5,0.783,1.4,6.1,7.5,1.4,1.7,0.6,2.3,0.5,3.5,4.1,18.0,-0.8,36.0,18.0,0.0,34.1,203.0,220.0,138.0,337.0,117.0,71.0,90.0,82.0,133.0,142.0,168.0,54.0,53.0,228.0,97.0,30.0,40.0,253.0,114.0,258.0,5.0,141.0,7.0,39.0,69.0,312.0,52.0,35.0,39.0,56.0,2022-23,21.8,0.6531204644412191,6.411892943741227e-05,60.28037383177569
123,Al Jefferson,C,CHA,27,2013,2015,3,"$40,500,000 ","$13,500,000 ",,"$52,985,616.14 ",17661872.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Deandre Ayton,C,PHX,19,2018,2021,4,"$40,379,230 ","$10,094,808 ",Rookie,"$48,998,611.63 ",12249652.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Daniel Gafford,C,WAS,23,2023,2025,3,"$40,182,480 ","$13,394,160 ",Veteran Extension,"$40,921,128.53 ",13640376.18,2022-23,1629655.0,Daniel Gafford,Daniel,1610612764.0,WAS,24.0,78.0,32.0,46.0,0.41,20.6,3.7,5.1,0.732,0.0,0.0,0.0,1.6,2.4,0.679,2.1,3.5,5.6,1.1,1.1,0.4,1.3,0.4,2.4,2.2,9.0,-1.1,21.3,10.0,0.0,19.1,38.0,178.0,24.0,403.0,238.0,184.0,307.0,9.0,492.0,524.0,492.0,153.0,137.0,397.0,39.0,140.0,84.0,332.0,210.0,341.0,19.0,227.0,97.0,125.0,214.0,346.0,181.0,64.0,39.0,201.0,2022-23,14.1,0.7309941520467836,4.147141766364739e-05,42.28971962616822
126,Dewayne Dedmon,C,SAC,29,2019,2021,3,"$40,000,000 ","$13,333,333 ",Free Agent,"$47,665,232.69 ",15888410.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,DeAndre Jordan,C,BKN,30,2019,2022,4,"$39,960,716 ","$9,990,179 ",Free Agent,"$47,618,420.67 ",11904605.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,James Wiseman,C,GSW,19,2020,2023,4,"$39,619,840 ","$9,904,960 ",Rookie,"$46,646,697.25 ",11661674.31,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Kendrick Perkins,C,OKC,25,2010,2014,5,"$39,252,656 ","$7,850,531 ",Veteran Extension,"$54,838,534.08 ",10967706.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Derrick Favors,C,UTA,26,2018,2019,2,"$37,600,000 ","$18,800,000 ",,"$45,626,125.05 ",22813062.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Dwight Powell,C,DAL,24,2016,2019,4,"$37,268,750 ","$9,317,188 ",,"$47,315,783.85 ",11828945.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Etan Thomas,C,WAS,26,2004,2009,6,"$36,768,000 ","$6,128,000 ",,"$59,307,620.96 ",9884603.49,2003-04,2041.0,Etan Thomas,Etan,1610612764.0,WAS,26.0,79.0,25.0,54.0,0.316,24.0,3.3,6.7,0.489,0.0,0.0,0.0,2.4,3.7,0.647,2.3,4.4,6.7,0.9,1.4,0.5,1.6,0.8,2.8,0.0,8.9,-3.8,22.8,12.0,0.0,20.5,77.0,228.0,7.0,372.0,163.0,156.0,181.0,60.0,289.0,361.0,289.0,89.0,64.0,335.0,38.0,66.0,52.0,261.0,140.0,274.0,22.0,60.0,68.0,18.0,148.0,414.0,121.0,47.0,19.0,126.0,2003-04,12.5,0.5343419788664746,3.676544119117676e-05,38.551401869158866
T134,Dan Gadzuric,C,NJN,26,2005,2010,6,"$36,000,000 ","$6,000,000 ",,"$56,165,898.62 ",9360983.1,2004-05,2429.0,Dan Gadzuric,Dan,1610612749.0,MIL,27.0,81.0,29.0,52.0,0.358,22.0,3.0,5.6,0.539,0.0,0.0,0.0,1.3,2.5,0.538,3.2,5.1,8.3,0.4,1.0,0.6,1.3,0.4,2.8,0.0,7.3,-0.8,22.5,19.0,0.0,19.8,27.0,215.0,24.0,358.0,193.0,182.0,233.0,19.0,301.0,384.0,301.0,208.0,149.0,410.0,12.0,44.0,32.0,387.0,235.0,228.0,36.0,192.0,90.0,81.0,202.0,257.0,130.0,36.0,14.0,145.0,2004-05,13.100000000000003,0.5447761194029851,3.853018236835325e-05,39.95327102803738
T134,Andrew Bogut,C,GSW,29,2014,2016,3,"$36,000,000 ","$12,000,000 ",Veteran Extension,"$46,342,205.32 ",15447401.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Daniel Theis,C,HOU,29,2021,2024,4,"$35,605,510 ","$8,901,378 ",sign-and-trade,"$39,930,065.87 ",9982516.47,2020-21,1628464.0,Daniel Theis,Daniel,1610612741.0,CHI,29.0,65.0,28.0,37.0,0.431,24.6,3.9,7.2,0.541,0.8,2.3,0.322,1.1,1.7,0.673,1.4,4.0,5.5,1.7,1.0,0.6,0.9,0.4,2.6,1.8,9.6,-0.5,22.2,6.0,0.0,20.6,81.0,177.0,37.0,351.0,183.0,170.0,222.0,71.0,276.0,269.0,309.0,228.0,211.0,404.0,86.0,114.0,99.0,232.0,226.0,242.0,70.0,219.0,63.0,166.0,192.0,272.0,164.0,77.0,29.0,184.0,2020-21,13.4,0.6039255158530448,3.9118429427412074e-05,40.420560747663544
T137,Steven Adams,C,NOP,27,2021,2022,2,"$35,000,000 ","$17,500,000 ",extend-and-trade,"$39,251,012.15 ",19625506.07,2020-21,203500.0,Steven Adams,Steven,1610612740.0,NOP,27.0,58.0,26.0,32.0,0.448,27.7,3.3,5.3,0.614,0.0,0.1,0.0,1.0,2.3,0.444,3.7,5.2,8.9,1.9,1.3,0.9,0.7,0.3,1.9,2.2,7.6,0.3,24.5,13.0,1.0,21.5,157.0,201.0,88.0,325.0,136.0,222.0,306.0,37.0,480.0,513.0,480.0,243.0,130.0,508.0,4.0,49.0,21.0,191.0,146.0,105.0,109.0,262.0,185.0,112.0,261.0,207.0,139.0,35.0,17.0,168.0,2020-21,15.399999999999995,0.6020278833967048,4.529502354752977e-05,45.32710280373831
T137,Theo Ratliff,C,POR,32,2005,2007,3,"$35,000,000 ","$11,666,667 ",,"$54,605,734.77 ",18201911.59,2004-05,689.0,Theo Ratliff,Theo,1610612757.0,POR,32.0,63.0,22.0,41.0,0.349,27.4,1.8,4.1,0.447,0.0,0.0,0.0,1.2,1.7,0.692,1.8,3.5,5.3,0.5,0.9,0.4,2.5,0.4,2.9,0.0,4.8,-1.4,19.7,2.0,0.0,16.4,227.0,276.0,74.0,363.0,134.0,295.0,305.0,186.0,301.0,384.0,301.0,222.0,211.0,304.0,88.0,111.0,100.0,348.0,269.0,325.0,4.0,239.0,70.0,81.0,292.0,309.0,167.0,148.0,14.0,189.0,2004-05,9.799999999999999,0.49504950495049505,2.8824105893882578e-05,32.2429906542056
